Offense;;Period 2;194;Period;16.11.2022 21:10:19;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10:19;16.11.2022 20:33:10;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33:10;703;57;21;53;225;196;150;278;23;8;21;89;78;59;2229;F;16,69;27,73;55;152;152;36;6;12;43;32;22;31,61;2,46;4,22;4,91;7,55;4,47;3,55;4,45;12,51;2,1;5,16;33;27;14;27;12;18;20;3,04;-5,79;18;5;464;184;441;175;80;69,24;30,21;23,15;15,88;0;27,4;11,95;9,16;6,28;0;31,22;11,83;9,39;4,3;5,7;12,35;4,68;3,72;1,7;2,25;39,75;;;100,47;0;0;470,21;1806,67;5,17;19,85;50;25;39;24;14;17,03;6,74;59;149;0;0;;;;0;0;;;;;;;;;;;;;0;9;9;0;0;0;0;0;3,56;3,56;0;0;0;0;0;0;0;0;0;0;0;3;1,19;4;4;0;0;0;1,58;1,58;0;0;0;9;4;1;0;4;3,56;1,58;0,4;0;1,58;0;0;6;0;0;0;6;2,37;0;0;0;2,37;0;0;4;1,58;7;3;4;2,77;1,19;1,58;24;0;2;0;3;8;11;9,5;0;0,79;0;1,19;3,17;4,35;12;5;7;0;0;0;4,75;1,98;2,77;0;0;0;13;0;13;5,14;0;5,14
Offense;;Period 2;194;Period;16.11.2022 21:10:19;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10:19;16.11.2022 20:33:10;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33:10;553;34;32;82;177;117;111;291;18;17;43;93;61;59;2229;F;17,45;32,79;66;114;114;18;9;19;34;20;15;23,33;2;2,76;3,31;4,66;5,94;2,98;1,68;12,26;2,03;4,48;21;18;5;19;10;24;17;3,97;-5,32;4;1;331;174;336;176;57;61,88;19,94;20,73;16,85;4,36;32,52;10,48;10,89;8,86;2,29;26,49;7,98;7,42;5,03;6,06;13,92;4,19;3,9;2,64;3,19;46,45;;;88,37;0;0;515,82;1469,17;5,55;15,8;35;19;31;23;7;14,15;7,44;63;119,9;0;0;;;;0;0;;;;;;;;;;;;;0;10;9;0;1;0;0;0;5,26;4,73;0;0,53;0;0;0;3;2;1;1,58;1,05;0,53;1;0,53;4;4;0;0;0;2,1;2,1;0;0;0;9;3;2;1;3;4,73;1,58;1,05;0,53;1,58;0;0;1;0;0;0;1;0,53;0;0;0;0,53;0;0;3;1,58;5;4;1;2,63;2,1;0,53;25;0;2;4;4;9;6;13,14;0;1,05;2,1;2,1;4,73;3,15;8;4;2;1;1;0;4,21;2,1;1,05;0,53;0,53;0;9;0;9;4,73;0;4,73
Defense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;840;207;171;208;170;53;32;187;46;38;46;38;12;7;2074;D;11,21;27,24;54;270;270;123;49;50;34;10;5;51,46;5,49;9,39;9,74;6,88;6,85;4,44;8,68;11,45;1,89;7,82;31;69;23;55;17;26;50;3,93;-6,02;45;15;249;55;329;73;66;147,48;43,97;42,18;58,42;2,91;32,8;9,78;9,38;13;0,65;69,64;16,23;13,85;27,57;12;15,49;3,61;3,08;6,13;2,67;48,29;;;217,12;0;0;351,3;1780,9;3,82;19,36;42;88;71;27;43;22,64;5,04;40;179,9;0;0;;;;0;0;;;;;;;;;;;;;0;28;26;2;0;0;0;0;6,23;5,78;0,44;0;0;0;0;7;3;4;1,56;0,67;0,89;2;0,44;14;14;0;0;0;3,11;3,11;0;0;0;27;3;5;5;14;6,01;0,67;1,11;1,11;3,11;0;0;10;0;0;0;10;2,22;0;0;0;2,22;4;0,89;6;1,33;16;10;6;3,56;2,22;1,33;41;0;6;15;13;2;5;9,12;0;1,33;3,34;2,89;0,44;1,11;5;4;1;0;0;0;1,11;0,89;0,22;0;0;0;10;4;6;2,22;0,89;1,33
Offense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;712;77;93;107;197;159;79;239;26;31;36;66;53;26;2074;F;14,32;28,98;58;179;179;45;28;25;41;28;12;33,3;3,47;5,93;5,92;6,77;4,63;4;2,58;11,16;1,92;5,2;29;40;9;33;14;22;32;3,54;-5,34;7;2;338;113;384;129;64;78,95;26,92;26,33;25,7;0;26,46;9,02;8,83;8,61;0;40,34;13,65;10,7;11,03;4,97;13,52;4,58;3,59;3,7;1,67;39,99;;;119,3;0;0;427,21;1491,22;4,75;16,57;49;37;53;24;17;17,91;6;50;149,2;0;0;;;;0;0;;;;;;;;;;;;;0;13;13;0;0;0;0;0;4,36;4,36;0;0;0;0;0;3;1;2;1,01;0,34;0,67;0;0;3;3;0;0;0;1,01;1,01;0;0;0;15;5;5;1;4;5,03;1,68;1,68;0,34;1,34;0;0;2;0;0;0;2;0,67;0;0;0;0,67;0;0;4;1,34;10;5;5;3,35;1,68;1,68;25;0;3;3;8;6;5;8,38;0;1,01;1,01;2,68;2,01;1,68;8;4;2;2;0;0;2,68;1,34;0,67;0,67;0;0;15;2;13;5,03;0,67;4,36
Offense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;971;142;55;154;208;156;255;243;35;14;39;52;39;64;2074;F;14,56;32,45;65;240;240;87;16;37;41;24;35;49,46;3,41;6,57;8,38;9,57;8,65;7,34;5,54;12,36;2,06;5,33;40;48;17;45;25;33;31;3,23;-5,24;24;6;553;138;585;146;97;127,18;42,15;42,97;42,06;0;31,79;10,54;10,74;10,52;0;56,46;17,03;10,92;11,42;17,09;14,12;4,26;2,73;2,86;4,27;45,91;;;183,64;0;0;417,1;1478,36;4,79;16,99;58;54;54;42;33;24,23;6,06;49,2;196,7;0;0;;;;0;0;;;;;;;;;;;;;0;22;22;0;0;0;0;0;5,5;5,5;0;0;0;0;0;2;1;1;0,5;0,25;0,25;3;0,75;9;9;0;0;0;2,25;2,25;0;0;0;17;2;1;1;13;4,25;0,5;0,25;0,25;3,25;0;0;6;0;0;0;6;1,5;0;0;0;1,5;0;0;6;1,5;9;4;5;2,25;1;1,25;29;0;2;5;13;3;6;7,25;0;0,5;1,25;3,25;0,75;1,5;10;4;1;3;2;0;2,5;1;0,25;0,75;0,5;0;10;0;10;2,5;0;2,5
Offense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;1503;239;193;292;318;198;263;227;36;29;44;48;30;40;2074;F;13,63;31,4;63;397;397;139;57;68;63;32;38;82,84;7,62;10,54;12,41;12,27;13,89;8,69;17,42;12,52;2,08;7,63;54;75;49;66;29;50;73;3,84;-7,11;101;29;671;101;781;118;130;192,48;63,21;66,36;59,51;3,39;29,1;9,56;10,03;9;0,51;91,42;30,93;22,41;27,18;10,91;13,82;4,68;3,39;4,11;1,65;42,92;;;283,9;0;0;356,52;1566,98;4,35;19,11;85;100;109;52;51;33,92;5,13;43,4;287,1;0;0;;;;0;0;;;;;;;;;;;;;0;32;30;2;0;0;0;0;4,84;4,54;0,3;0;0;0;0;10;6;4;1,51;0,91;0,6;10;1,51;9;9;0;0;0;1,36;1,36;0;0;0;28;6;3;8;11;4,23;0,91;0,45;1,21;1,66;0;0;19;0;0;0;19;2,87;0;0;0;2,87;5;0,76;8;1,21;22;9;13;3,33;1,36;1,97;54;0;11;5;20;4;14;8,16;0;1,66;0,76;3,02;0,6;2,12;16;5;8;2;1;0;2,42;0,76;1,21;0,3;0,15;0;23;4;19;3,48;0,6;2,87
Defense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;0;;;;;;;;;;;;;;2074;D;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;0;;0;;0;0;0;0;0;0;;;;;;0;0;0;0;0;;;;;;;;;0;0;0;;;;;;;;;;0;;;0;0;0;;;;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Defense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;1579;237;240;338;339;247;178;236;35;36;51;51;37;27;2074;D;14,19;30,83;62;401;401;117;70;83;65;41;25;64,82;11,66;12,91;12,87;8,4;6,36;4,32;8,29;9,71;1,61;5,38;40;96;24;73;16;26;126;3,98;-5,95;90;15;616;92;755;113;119;194,57;59,91;74,24;58;2,42;29,13;8,97;11,12;8,68;0,36;90,21;31,93;24,26;25,42;8,61;13,51;4,78;3,63;3,81;1,29;42,64;;;284,78;0;0;440,15;1686,03;4,49;17,2;90;108;122;48;32;42,35;6,34;54;360,4;0;0;;;;0;0;;;;;;;;;;;;;0;34;33;1;0;0;0;0;5,09;4,94;0,15;0;0;0;0;5;3;2;0,75;0,45;0,3;2;0,3;13;13;0;0;0;1,95;1,95;0;0;0;28;7;7;5;9;4,19;1,05;1,05;0,75;1,35;0;0;11;0;0;0;11;1,65;0;0;0;1,65;0;0;9;1,35;35;20;15;5,24;2,99;2,25;63;0;6;17;15;16;9;9,43;0;0,9;2,55;2,25;2,4;1,35;15;7;2;6;0;0;2,25;1,05;0,3;0,9;0;0;15;2;13;2,25;0,3;1,95
Goalies;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;282;280;2;0;0;0;0;14;14;0;0;0;0;0;2074;Goalkeeper;0,85;12,99;26;1200;1200;1199;1;0;0;0;0;50,43;33,55;10,39;3,4;2;0,87;0,23;0;2,52;0,42;3,3;12;136;0;29;1;4;1018;2,8;-2,45;0;0;5;0;3;0;2;240,71;174,22;59,21;7,27;0;12,04;8,71;2,96;0,36;0;127,09;100,29;24,68;2,12;0;6,36;5,02;1,23;0,11;0;18,39;;;367,8;0;0;29,04;756,16;0,34;8,9;1;81;5;0;1113;8,33;0,42;2,8;55,8;0;0;;;;0;0;;;;;;;;;;;;;0;5;5;0;0;0;0;0;0,25;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0,05;0,05;0;0;0;6;0,3;0;0;0;0;0;0;0;0;0;0;0;0;1;0,05;0;0;0;0;0;0;1;0;1;0;0;0;0;0,05;0;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0,05;0,05;0
Offense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;1783;194;177;292;519;288;312;252;27;25;41;74;41;44;2074;F;15,15;32,46;65;424;424;110;52;68;101;49;44;73,98;8,7;14,03;16,64;16,97;10,47;4,75;2,42;10,48;1,75;5,79;81;99;8;95;17;44;80;3,9;-6,59;20;5;910;129;1030;146;170;209,47;70,98;69,63;59,64;9,21;29,66;10,05;9,86;8,45;1,3;97,78;30,42;20,33;33,69;13,33;13,85;4,31;2,88;4,77;1,89;43,51;;;307,24;0;0;363,67;1347,37;4,85;17,96;120;82;119;60;42;36,68;5,19;44,1;311,4;0;0;;;;0;0;;;;;;;;;;;;;0;32;29;3;0;0;0;0;4,53;4,11;0,42;0;0;0;0;11;7;4;1,56;0,99;0,57;2;0,28;14;14;0;0;0;1,98;1,98;0;0;0;32;4;7;8;13;4,53;0,57;0,99;1,13;1,84;0;0;4;0;0;0;4;0,57;0;0;0;0,57;1;0,14;8;1,13;18;10;8;2,55;1,42;1,13;65;0;10;10;18;13;14;9,2;0;1,42;1,42;2,55;1,84;1,98;19;7;9;2;1;0;2,69;0,99;1,27;0,28;0,14;0;29;6;23;4,11;0,85;3,26
Offense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;1354;272;169;275;340;202;96;218;44;27;44;55;33;15;2074;F;13,08;28,46;57;373;373;142;50;66;67;34;14;90,61;3,81;10,55;13,39;14,83;12,98;9,5;25,55;14,58;2,42;9,1;63;69;65;66;30;50;31;3,89;-5,61;134;41;504;81;653;105;107;183,8;62,62;61,12;55,94;4,12;29,58;10,08;9,84;9;0,66;92,89;25,47;21,91;26,36;19,15;14,95;4,1;3,53;4,24;3,08;44,53;;;276,69;0;0;382,5;1539,98;4,2;16,92;94;106;102;33;38;34,11;5,49;46,2;287;0;0;;;;0;0;;;;;;;;;;;;;0;33;31;2;0;0;0;0;5,31;4,99;0,32;0;0;0;0;9;4;5;1,45;0,64;0,8;10;1,61;9;9;0;0;0;1,45;1,45;0;0;0;33;8;4;5;16;5,31;1,29;0,64;0,8;2,58;0;0;18;0;0;0;18;2,9;0;0;0;2,9;6;0,97;8;1,29;28;15;13;4,51;2,41;2,09;55;0;8;14;13;15;5;8,85;0;1,29;2,25;2,09;2,41;0,8;6;1;4;1;0;0;0,97;0,16;0,64;0,16;0;0;19;3;16;3,06;0,48;2,58
Defense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;1597;278;259;301;441;187;131;218;38;35;41;60;26;18;2074;D;13,08;28,56;57;440;440;154;78;72;85;32;19;73,19;11,92;13,77;13,44;13,22;10,09;6,65;4,11;9,99;1,67;6,87;62;102;12;82;24;43;114;3,51;-5,24;20;6;624;85;770;105;132;223,34;71,13;76,33;75,88;0;30,47;9,71;10,41;10,35;0;107,28;30,31;24,8;41,5;10,67;14,64;4,14;3,38;5,66;1,46;45,11;;;330,63;0;0;388,63;1566,69;4,22;17,03;94;124;122;50;50;40,66;5,55;46,7;342,2;0;0;;;;0;0;;;;;;;;;;;;;0;41;38;3;0;0;0;0;5,59;5,18;0,41;0;0;0;0;5;3;2;0,68;0,41;0,27;3;0,41;15;15;0;0;0;2,05;2,05;0;0;0;42;6;11;13;12;5,73;0,82;1,5;1,77;1,64;0;0;5;0;0;0;5;0,68;0;0;0;0,68;2;0,27;9;1,23;34;19;15;4,64;2,59;2,05;66;0;11;17;14;13;11;9,01;0;1,5;2,32;1,91;1,77;1,5;11;5;4;2;0;0;1,5;0,68;0,55;0,27;0;0;25;5;20;3,41;0,68;2,73
Offense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;1981;121;112;210;594;537;407;295;18;17;31;88;80;61;2074;F;17,68;32,87;66;403;403;65;31;48;113;88;58;84,14;4,79;10,78;17,09;18,09;15,07;8,11;10,2;12,52;2,09;8,39;79;75;30;91;28;59;41;4,16;-5,87;89;14;1285;191;1335;199;224;195,41;76,32;75,09;40,12;3,88;29,07;11,35;11,17;5,97;0,58;90,15;27,76;20,09;32,11;10,18;13,41;4,13;2,99;4,78;1,51;42,48;;;285,55;0;0;459,02;2034,4;5,53;24,51;151;59;99;73;21;44,32;6,59;57;382,9;0;0;;;;0;0;;;;;;;;;;;;;0;28;25;2;1;0;0;0;4,17;3,72;0,3;0,15;0;0;0;11;5;6;1,64;0,74;0,89;3;0,45;4;4;0;0;0;0,6;0,6;0;0;0;31;4;7;8;12;4,61;0,6;1,04;1,19;1,79;0;0;11;0;0;0;11;1,64;0;0;0;1,64;0;0;8;1,19;17;9;8;2,53;1,34;1,19;66;0;6;6;14;18;22;9,82;0;0,89;0,89;2,08;2,68;3,27;28;11;11;5;1;0;4,17;1,64;1,64;0,74;0,15;0;32;5;27;4,76;0,74;4,02
Defense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;1527;220;277;341;477;119;93;218;31;40;49;68;17;13;2074;D;13,07;29,27;59;420;420;97;91;100;98;22;13;61,83;12,12;15,68;15,14;8,7;5,24;2,63;2,33;8,82;1,44;5,86;45;127;9;109;10;19;101;3,72;-4,05;11;5;323;46;465;66;47;108,39;50,36;36,21;21,58;0,24;15,47;7,19;5,17;3,08;0,03;41,16;16,23;9,36;10,12;5,45;5,87;2,32;1,34;1,44;0,78;21,34;;;149,55;0;0;405,33;1676,02;4,55;18,83;96;105;160;42;16;36,71;5,24;45,2;316,5;0;0;;;;0;0;;;;;;;;;;;;;0;11;11;0;0;0;0;0;1,57;1,57;0;0;0;0;0;1;0;1;0,14;0;0,14;2;0,29;2;2;0;0;0;0,29;0,29;0;0;0;8;0;1;1;6;1,14;0;0,14;0,14;0,86;0;0;3;0;0;0;3;0,43;0;0;0;0,43;1;0,14;9;1,28;33;21;12;4,71;3;1,71;47;0;6;20;14;4;3;6,71;0;0,86;2,85;2;0,57;0,43;5;2;1;2;0;0;0,71;0,29;0,14;0,29;0;0;12;3;9;1,71;0,43;1,28
Defense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;782;116;85;109;233;140;100;238;35;26;33;71;42;30;2074;F;14,26;28,13;56;197;197;63;24;27;44;24;15;31,62;4,71;7,64;7,5;5,82;4,03;1,59;0,32;9,61;1,6;3,87;29;54;1;45;6;17;45;3,66;-5,13;0;0;380;115;386;117;73;105,09;23,7;39,57;40,36;1,45;31,93;7,2;12,02;12,26;0,44;49,01;16,21;10,92;14,72;7,15;14,89;4,93;3,32;4,47;2,17;46,82;;;154,1;0;0;379,05;1771,61;4,8;22,43;37;51;56;34;19;17,84;5,42;43,7;143,9;0;0;;;;0;0;;;;;;;;;;;;;0;17;17;0;0;0;0;0;5,17;5,17;0;0;0;0;0;7;4;3;2,13;1,22;0,91;0;0;7;7;0;0;0;2,13;2,13;0;0;0;12;2;2;2;6;3,65;0,61;0,61;0,61;1,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1,22;15;7;8;4,56;2,13;2,43;33;0;1;9;4;9;10;10,03;0;0,3;2,73;1,22;2,73;3,04;11;4;6;1;0;0;3,34;1,22;1,82;0,3;0;0;16;4;12;4,86;1,22;3,65
Offense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;0;;;;;;;;;;;;;;2074;F;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;0;;0;;0;0;0;0;0;0;;;;;;0;0;0;0;0;;;;;;;;;0;0;0;;;;;;;;;;0;;;0;0;0;;;;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Defense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;2030;291;317;348;520;289;266;238;34;37;41;61;34;31;2074;D;14,27;30,6;61;512;512;153;92;83;101;48;35;81,04;14,18;14,59;17,51;13,66;9,29;6,64;5,16;9,49;1,58;6,45;65;110;17;98;26;38;158;3,92;-7,2;45;7;837;98;1011;118;157;233,97;90,97;78,39;58,79;5,82;27,41;10,66;9,18;6,89;0,68;109,16;37,91;22,04;34,9;14,3;12,79;4,44;2,58;4,09;1,68;40,2;;;343,13;0;0;406,62;1693,68;4,42;18,41;125;127;157;54;49;49,44;5,79;51;435;0;0;;;;0;0;;;;;;;;;;;;;0;36;34;2;0;0;0;0;4,22;3,98;0,23;0;0;0;0;10;3;7;1,17;0,35;0,82;4;0,47;10;10;0;0;0;1,17;1,17;0;0;0;39;5;6;13;15;4,57;0,59;0,7;1,52;1,76;0;0;8;0;0;0;8;0,94;0;0;0;0,94;0;0;11;1,29;35;16;19;4,1;1,87;2,23;71;0;10;18;19;17;7;8,32;0;1,17;2,11;2,23;1,99;0,82;16;7;5;4;0;0;1,87;0,82;0,59;0,47;0;0;36;3;33;4,22;0,35;3,87
Offense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;956;144;87;91;222;247;164;245;37;22;23;57;63;42;2074;F;14,68;30,66;61;235;235;80;24;21;45;40;24;47,33;3,81;6,2;8,74;9,99;8,82;4,81;4,96;12,11;2,02;8,05;46;42;14;46;16;35;34;3,29;-5,23;18;5;554;142;608;156;105;124,91;42,54;47,94;34,42;0;31,95;10,88;12,26;8,81;0;57,11;15,22;11,65;18,6;11,64;14,61;3,89;2,98;4,76;2,98;46,56;;;182,01;0;0;404,01;1342,42;4,81;15,98;69;53;52;37;23;22,63;5,79;47,9;187,1;0;0;;;;0;0;;;;;;;;;;;;;0;19;19;0;0;0;0;0;4,86;4,86;0;0;0;0;0;3;1;2;0,77;0,26;0,51;3;0,77;7;7;0;0;0;1,79;1,79;0;0;0;18;4;2;1;11;4,6;1,02;0,51;0,26;2,81;0;0;4;0;0;0;4;1,02;0;0;0;1,02;2;0,51;5;1,28;10;7;3;2,56;1,79;0,77;32;0;3;3;9;8;9;8,19;0;0,77;0,77;2,3;2,05;2,3;14;8;4;2;0;0;3,58;2,05;1,02;0,51;0;0;6;1;5;1,53;0,26;1,28
